Region,Postnummer,Priser Autoringen,Sub Region,latitude,longitude,Foreslått Autoringen Pris
Skedsmo,167,519,Oslo,59.9127,10.7461,580.0
Skedsmo,168,519,Oslo,59.9127,10.7461,580.0
Skedsmo,169,519,Oslo,59.9127,10.7461,580.0
Skedsmo,170,519,Oslo,59.9127,10.7461,580.0
Skedsmo,171,519,Oslo,59.9127,10.7461,580.0
Skedsmo,172,519,Oslo,59.9127,10.7461,580.0
Skedsmo,173,519,Oslo,59.9127,10.7461,580.0
Skedsmo,174,519,Oslo,59.9127,10.7461,580.0
Skedsmo,175,519,Oslo,59.9127,10.7461,580.0
Skedsmo,176,519,Oslo,59.9127,10.7461,580.0
Skedsmo,177,519,Oslo,59.9127,10.7461,580.0
Skedsmo,178,519,Oslo,59.9127,10.7461,580.0
Skedsmo,179,519,Oslo,59.9127,10.7461,580.0
Skedsmo,180,519,Oslo,59.9127,10.7461,580.0
Skedsmo,181,519,Oslo,59.9127,10.7461,580.0
Skedsmo,182,519,Oslo,59.9127,10.7461,580.0
Skedsmo,183,519,Oslo,59.9127,10.7461,580.0
Skedsmo,184,519,Oslo,59.9127,10.7461,580.0
Skedsmo,185,519,Oslo,59.9127,10.7461,580.0
Skedsmo,186,519,Oslo,59.9127,10.7461,580.0
Skedsmo,187,519,Oslo,59.9127,10.7461,580.0
Skedsmo,188,519,Oslo,59.9127,10.7461,580.0
Skedsmo,190,519,Oslo,59.9127,10.7461,580.0
Skedsmo,191,519,Oslo,59.9127,10.7461,580.0
Skedsmo,192,519,Oslo,59.9127,10.7461,580.0
Skedsmo,193,519,Oslo,59.9127,10.7461,580.0
Skedsmo,194,519,Oslo,59.9127,10.7461,580.0
Skedsmo,195,519,Oslo,59.9127,10.7461,580.0
Skedsmo,196,519,Oslo,59.9127,10.7461,580.0
Skedsmo,198,519,Oslo,59.9127,10.7461,580.0
Skedsmo,201,519,Oslo,59.9127,10.7461,580.0
Skedsmo,202,519,Oslo,59.9127,10.7461,580.0
Skedsmo,203,519,Oslo,59.9127,10.7461,580.0
Skedsmo,204,519,Oslo,59.9127,10.7461,580.0
Skedsmo,207,519,Oslo,59.9127,10.7461,580.0
Skedsmo,208,519,Oslo,59.9127,10.7461,580.0
Skedsmo,211,519,Oslo,59.9127,10.7461,580.0
Skedsmo,212,519,Oslo,59.9127,10.7461,580.0
Skedsmo,213,519,Oslo,59.9127,10.7461,580.0
Skedsmo,214,519,Oslo,59.9127,10.7461,580.0
Skedsmo,215,519,Oslo,59.9127,10.7461,580.0
Skedsmo,216,519,Oslo,59.9127,10.7461,580.0
Skedsmo,217,519,Oslo,59.9127,10.7461,580.0
Skedsmo,218,519,Oslo,59.9127,10.7461,580.0
Skedsmo,230,519,Oslo,59.9127,10.7461,580.0
Skedsmo,240,519,Oslo,59.9127,10.7461,580.0
Skedsmo,241,519,,,,580.0
Skedsmo,242,519,,,,580.0
Skedsmo,243,519,,,,580.0
Skedsmo,244,519,Oslo,59.9127,10.7461,580.0
Skedsmo,245,519,,,,580.0
Skedsmo,246,519,,,,580.0
Skedsmo,247,519,Oslo,59.9127,10.7461,580.0
Skedsmo,250,519,Oslo,59.9127,10.7461,580.0
Skedsmo,251,519,Oslo,59.9127,10.7461,580.0
Skedsmo,252,519,Oslo,59.9127,10.7461,580.0
Skedsmo,253,519,Oslo,59.9127,10.7461,580.0
Skedsmo,254,519,Oslo,59.9127,10.7461,580.0
Skedsmo,255,519,Oslo,59.9127,10.7461,580.0
Skedsmo,256,519,Oslo,59.9127,10.7461,580.0
Skedsmo,257,519,Oslo,59.9127,10.7461,580.0
Skedsmo,258,519,Oslo,59.9127,10.7461,580.0
Skedsmo,259,519,Oslo,59.9127,10.7461,580.0
Skedsmo,260,519,Oslo,59.9127,10.7461,580.0
Skedsmo,262,519,Oslo,59.9127,10.7461,580.0
Skedsmo,263,519,Oslo,59.9127,10.7461,580.0
Skedsmo,264,519,Oslo,59.9127,10.7461,580.0
Skedsmo,265,519,Oslo,59.9127,10.7461,580.0
Skedsmo,266,519,Oslo,59.9127,10.7461,580.0
Skedsmo,267,519,Oslo,59.9127,10.7461,580.0
Skedsmo,268,519,Oslo,59.9127,10.7461,580.0
Skedsmo,270,519,Oslo,59.9127,10.7461,580.0
Skedsmo,271,519,Oslo,59.9127,10.7461,580.0
Skedsmo,272,519,Oslo,59.9127,10.7461,580.0
Skedsmo,273,519,Oslo,59.9127,10.7461,580.0
Skedsmo,274,519,Oslo,59.9127,10.7461,580.0
Skedsmo,275,519,Oslo,59.9127,10.7461,580.0
Skedsmo,276,519,Oslo,59.9127,10.7461,580.0
Skedsmo,277,519,Oslo,59.9127,10.7461,580.0
Skedsmo,278,519,Oslo,59.9127,10.7461,580.0
Skedsmo,279,519,Oslo,59.9127,10.7461,580.0
Skedsmo,280,519,Oslo,59.9127,10.7461,580.0
Skedsmo,281,519,Oslo,59.9127,10.7461,580.0
Skedsmo,282,519,Oslo,59.9127,10.7461,580.0
Skedsmo,283,519,Oslo,59.9127,10.7461,580.0
Skedsmo,284,519,Oslo,59.9127,10.7461,580.0
Skedsmo,286,519,Oslo,59.9127,10.7461,580.0
Skedsmo,287,519,Oslo,59.9127,10.7461,580.0
Skedsmo,301,519,Oslo,59.9127,10.7461,580.0
Skedsmo,302,519,Oslo,59.9127,10.7461,580.0
Skedsmo,303,519,Oslo,59.9127,10.7461,580.0
Skedsmo,304,519,Oslo,59.9127,10.7461,580.0
Skedsmo,305,519,Oslo,59.9127,10.7461,580.0
Skedsmo,306,519,Oslo,59.9127,10.7461,580.0
Skedsmo,307,519,Oslo,59.9127,10.7461,580.0
Skedsmo,308,519,Oslo,59.9127,10.7461,580.0
Skedsmo,309,519,Oslo,59.9127,10.7461,580.0
Skedsmo,310,519,,,,580.0
Skedsmo,311,519,Oslo,59.9127,10.7461,580.0
Skedsmo,312,519,,,,580.0
Skedsmo,313,519,Oslo,59.9127,10.7461,580.0
Skedsmo,314,519,Oslo,59.9127,10.7461,580.0
Skedsmo,315,519,Oslo,59.9127,10.7461,580.0
Skedsmo,316,519,Oslo,59.9127,10.7461,580.0
Skedsmo,317,519,Oslo,59.9127,10.7461,580.0
Skedsmo,318,519,Oslo,59.9127,10.7461,580.0
Skedsmo,319,519,Oslo,59.9127,10.7461,580.0
Skedsmo,320,519,,,,580.0
Skedsmo,323,519,Oslo,59.9127,10.7461,580.0
Skedsmo,330,519,Oslo,59.9127,10.7461,580.0
Skedsmo,340,519,Oslo,59.9127,10.7461,580.0
Skedsmo,341,519,,,,580.0
Skedsmo,342,519,,,,580.0
Skedsmo,349,519,Oslo,59.9127,10.7461,580.0
Skedsmo,350,519,Oslo,59.9127,10.7461,580.0
Skedsmo,351,519,Oslo,59.9127,10.7461,580.0
Skedsmo,352,519,Oslo,59.9127,10.7461,580.0
Skedsmo,353,519,Oslo,59.9127,10.7461,580.0
Skedsmo,354,519,Oslo,59.9127,10.7461,580.0
Skedsmo,355,519,Oslo,59.9127,10.7461,580.0
Skedsmo,356,519,Oslo,59.9127,10.7461,580.0
Skedsmo,357,519,Oslo,59.9127,10.7461,580.0
Skedsmo,358,519,Oslo,59.9127,10.7461,580.0
Skedsmo,359,519,Oslo,59.9127,10.7461,580.0
Skedsmo,360,519,Oslo,59.9127,10.7461,580.0
Skedsmo,361,519,Oslo,59.9127,10.7461,580.0
Skedsmo,362,519,Oslo,59.9127,10.7461,580.0
Skedsmo,363,519,Oslo,59.9127,10.7461,580.0
Skedsmo,364,519,Oslo,59.9127,10.7461,580.0
Skedsmo,365,519,Oslo,59.9127,10.7461,580.0
Skedsmo,366,519,Oslo,59.9127,10.7461,580.0
Skedsmo,367,519,Oslo,59.9127,10.7461,580.0
Skedsmo,368,519,Oslo,59.9127,10.7461,580.0
Skedsmo,369,519,Oslo,59.9127,10.7461,580.0
Skedsmo,370,519,Oslo,59.9127,10.7461,580.0
Skedsmo,371,519,Oslo,59.9127,10.7461,580.0
Skedsmo,372,519,Oslo,59.9127,10.7461,580.0
Skedsmo,373,519,Oslo,59.9127,10.7461,580.0
Skedsmo,374,519,Oslo,59.9127,10.7461,580.0
Skedsmo,375,519,Oslo,59.9127,10.7461,580.0
Skedsmo,376,519,Oslo,59.9127,10.7461,580.0
Skedsmo,377,519,Oslo,59.9127,10.7461,580.0
Skedsmo,378,519,Oslo,59.9127,10.7461,580.0
Skedsmo,379,519,Oslo,59.9127,10.7461,580.0
Skedsmo,380,519,Oslo,59.9127,10.7461,580.0
Skedsmo,381,519,Oslo,59.9127,10.7461,580.0
Skedsmo,382,519,Oslo,59.9127,10.7461,580.0
Skedsmo,383,519,Oslo,59.9127,10.7461,580.0
Skedsmo,401,519,Oslo,59.9127,10.7461,580.0
Skedsmo,402,519,Oslo,59.9127,10.7461,580.0
Skedsmo,403,519,Oslo,59.9127,10.7461,580.0
Skedsmo,404,519,Oslo,59.9127,10.7461,580.0
Skedsmo,405,519,Oslo,59.9127,10.7461,580.0
Skedsmo,406,519,Oslo,59.9127,10.7461,580.0
Skedsmo,407,519,,,,580.0
Skedsmo,408,519,,,,580.0
Skedsmo,409,519,Oslo,59.9127,10.7461,580.0
Skedsmo,410,519,Oslo,59.9127,10.7461,580.0
Skedsmo,411,519,Oslo,59.9127,10.7461,580.0
Skedsmo,412,519,Oslo,59.9127,10.7461,580.0
Skedsmo,413,519,Oslo,59.9127,10.7461,580.0
Skedsmo,415,519,Oslo,59.9127,10.7461,580.0
Skedsmo,421,519,Oslo,59.9127,10.7461,580.0
Skedsmo,422,519,Oslo,59.9127,10.7461,580.0
Skedsmo,423,519,Oslo,59.9127,10.7461,580.0
Skedsmo,424,519,Oslo,59.9127,10.7461,580.0
Skedsmo,425,519,,,,580.0
Skedsmo,426,519,,,,580.0
Skedsmo,440,519,Oslo,59.9127,10.7461,580.0
Skedsmo,441,519,Oslo,59.9127,10.7461,580.0
Skedsmo,442,519,Oslo,59.9127,10.7461,580.0
Skedsmo,444,519,,,,580.0
Skedsmo,445,519,Oslo,59.9127,10.7461,580.0
Skedsmo,450,519,Oslo,59.9127,10.7461,580.0
Skedsmo,451,519,Oslo,59.9127,10.7461,580.0
Skedsmo,452,519,Oslo,59.9127,10.7461,580.0
Skedsmo,454,519,Oslo,59.9127,10.7461,580.0
Skedsmo,455,519,Oslo,59.9127,10.7461,580.0
Skedsmo,456,519,Oslo,59.9127,10.7461,580.0
Skedsmo,457,519,Oslo,59.9127,10.7461,580.0
Skedsmo,458,519,Oslo,59.9127,10.7461,580.0
Skedsmo,459,519,Oslo,59.9127,10.7461,580.0
Skedsmo,460,519,Oslo,59.9127,10.7461,580.0
Skedsmo,461,519,Oslo,59.9127,10.7461,580.0
Skedsmo,462,519,Oslo,59.9127,10.7461,580.0
Skedsmo,463,519,Oslo,59.9127,10.7461,580.0
Skedsmo,464,519,Oslo,59.9127,10.7461,580.0
Skedsmo,465,519,Oslo,59.9127,10.7461,580.0
Skedsmo,467,519,Oslo,59.9127,10.7461,580.0
Skedsmo,468,519,Oslo,59.9127,10.7461,580.0
Skedsmo,469,519,Oslo,59.9127,10.7461,580.0
Skedsmo,470,519,Oslo,59.9127,10.7461,580.0
Skedsmo,472,519,Oslo,59.9127,10.7461,580.0
Skedsmo,473,519,Oslo,59.9127,10.7461,580.0
Skedsmo,474,519,Oslo,59.9127,10.7461,580.0
Skedsmo,475,519,Oslo,59.9127,10.7461,580.0
Skedsmo,476,519,Oslo,59.9127,10.7461,580.0
Skedsmo,477,519,Oslo,59.9127,10.7461,580.0
Skedsmo,478,519,Oslo,59.9127,10.7461,580.0
Skedsmo,479,519,Oslo,59.9127,10.7461,580.0
Skedsmo,480,519,Oslo,59.9127,10.7461,580.0
Skedsmo,481,519,Oslo,59.9127,10.7461,580.0
Skedsmo,482,519,Oslo,59.9127,10.7461,580.0
Skedsmo,483,519,Oslo,59.9127,10.7461,580.0
Skedsmo,484,519,Oslo,59.9127,10.7461,580.0
Skedsmo,485,519,Oslo,59.9127,10.7461,580.0
Skedsmo,486,519,Oslo,59.9127,10.7461,580.0
Skedsmo,487,519,Oslo,59.9127,10.7461,580.0
Skedsmo,488,519,Oslo,59.9127,10.7461,580.0
Skedsmo,489,519,Oslo,59.9127,10.7461,580.0
Skedsmo,490,519,Oslo,59.9127,10.7461,580.0
Skedsmo,491,519,Oslo,59.9127,10.7461,580.0
Skedsmo,492,519,Oslo,59.9127,10.7461,580.0
Skedsmo,493,519,Oslo,59.9127,10.7461,580.0
Skedsmo,494,519,Oslo,59.9127,10.7461,580.0
Skedsmo,495,519,Oslo,59.9127,10.7461,580.0
Skedsmo,496,519,Oslo,59.9127,10.7461,580.0
Skedsmo,501,519,Oslo,59.9127,10.7461,580.0
Skedsmo,502,519,Oslo,59.9127,10.7461,580.0
Skedsmo,503,519,Oslo,59.9127,10.7461,580.0
Skedsmo,504,519,Oslo,59.9127,10.7461,580.0
Skedsmo,505,519,Oslo,59.9127,10.7461,580.0
Skedsmo,506,519,Oslo,59.9127,10.7461,580.0
Skedsmo,507,519,Oslo,59.9127,10.7461,580.0
Skedsmo,508,519,Oslo,59.9127,10.7461,580.0
Skedsmo,509,519,Oslo,59.9127,10.7461,580.0
Skedsmo,510,519,Oslo,59.9127,10.7461,580.0
Skedsmo,511,519,Oslo,59.9127,10.7461,580.0
Skedsmo,512,519,Oslo,59.9127,10.7461,580.0
Skedsmo,513,519,Oslo,59.9127,10.7461,580.0
Skedsmo,514,519,,,,580.0
Skedsmo,515,519,Oslo,59.9127,10.7461,580.0
Skedsmo,516,519,Oslo,59.9127,10.7461,580.0
Skedsmo,517,519,Oslo,59.9127,10.7461,580.0
Skedsmo,518,519,Oslo,59.9127,10.7461,580.0
Skedsmo,520,519,Oslo,59.9127,10.7461,580.0
Skedsmo,530,519,,,,580.0
Skedsmo,531,519,,,,580.0
Skedsmo,532,519,,,,580.0
Skedsmo,540,519,,,,580.0
Skedsmo,550,519,Oslo,59.9127,10.7461,580.0
Skedsmo,551,519,Oslo,59.9127,10.7461,580.0
Skedsmo,552,519,Oslo,59.9127,10.7461,580.0
Skedsmo,553,519,Oslo,59.9127,10.7461,580.0
Skedsmo,554,519,Oslo,59.9127,10.7461,580.0
Skedsmo,555,519,Oslo,59.9127,10.7461,580.0
Skedsmo,556,519,Oslo,59.9127,10.7461,580.0
Skedsmo,557,519,Oslo,59.9127,10.7461,580.0
Skedsmo,558,519,Oslo,59.9127,10.7461,580.0
Skedsmo,559,519,Oslo,59.9127,10.7461,580.0
Skedsmo,560,519,Oslo,59.9127,10.7461,580.0
Skedsmo,561,519,Oslo,59.9127,10.7461,580.0
Skedsmo,562,519,Oslo,59.9127,10.7461,580.0
Skedsmo,563,519,Oslo,59.9127,10.7461,580.0
Skedsmo,564,519,Oslo,59.9127,10.7461,580.0
Skedsmo,565,519,Oslo,59.9127,10.7461,580.0
Skedsmo,566,519,Oslo,59.9127,10.7461,580.0
Skedsmo,567,519,Oslo,59.9127,10.7461,580.0
Skedsmo,568,519,Oslo,59.9127,10.7461,580.0
Skedsmo,569,519,Oslo,59.9127,10.7461,580.0
Skedsmo,570,519,Oslo,59.9127,10.7461,580.0
Skedsmo,571,519,Oslo,59.9127,10.7461,580.0
Skedsmo,572,519,Oslo,59.9127,10.7461,580.0
Skedsmo,573,519,Oslo,59.9127,10.7461,580.0
Skedsmo,574,519,Oslo,59.9127,10.7461,580.0
Skedsmo,575,519,Oslo,59.9127,10.7461,580.0
Skedsmo,576,519,Oslo,59.9127,10.7461,580.0
Skedsmo,577,519,Oslo,59.9127,10.7461,580.0
Skedsmo,578,519,Oslo,59.9127,10.7461,580.0
Skedsmo,579,519,Oslo,59.9127,10.7461,580.0
Skedsmo,580,519,Oslo,59.9127,10.7461,580.0
Skedsmo,581,519,Oslo,59.9127,10.7461,580.0
Skedsmo,582,519,Oslo,59.9127,10.7461,580.0
Skedsmo,583,519,Oslo,59.9127,10.7461,580.0
Skedsmo,584,519,Oslo,59.9127,10.7461,580.0
Skedsmo,585,519,Oslo,59.9127,10.7461,580.0
Skedsmo,586,519,Oslo,59.9127,10.7461,580.0
Skedsmo,587,519,Oslo,59.9127,10.7461,580.0
Skedsmo,588,519,Oslo,59.9127,10.7461,580.0
Skedsmo,589,519,Oslo,59.9127,10.7461,580.0
Skedsmo,590,519,Oslo,59.9127,10.7461,580.0
Skedsmo,591,519,Oslo,59.9127,10.7461,580.0
Skedsmo,592,519,Oslo,59.9127,10.7461,580.0
Skedsmo,593,519,Oslo,59.9127,10.7461,580.0
Skedsmo,594,519,Oslo,59.9127,10.7461,580.0
Skedsmo,595,519,Oslo,59.9127,10.7461,580.0
Skedsmo,596,519,Oslo,59.9127,10.7461,580.0
Skedsmo,597,519,Oslo,59.9127,10.7461,580.0
Skedsmo,598,519,Oslo,59.9127,10.7461,580.0
Skedsmo,601,519,Oslo,59.9127,10.7461,580.0
Skedsmo,602,519,Oslo,59.9127,10.7461,580.0
Skedsmo,603,519,Oslo,59.9127,10.7461,580.0
Skedsmo,604,519,Oslo,59.9127,10.7461,580.0
Skedsmo,605,519,Oslo,59.9127,10.7461,580.0
Skedsmo,606,519,Oslo,59.9127,10.7461,580.0
Skedsmo,607,519,Oslo,59.9127,10.7461,580.0
Skedsmo,608,519,Oslo,59.9127,10.7461,580.0
Skedsmo,609,519,Oslo,59.9127,10.7461,580.0
Skedsmo,610,519,,,,580.0
Skedsmo,611,519,Oslo,59.9127,10.7461,580.0
Skedsmo,612,519,Oslo,59.9127,10.7461,580.0
Skedsmo,613,519,Oslo,59.9127,10.7461,580.0
Skedsmo,614,519,Oslo,59.9127,10.7461,580.0
Skedsmo,615,519,Oslo,59.9127,10.7461,580.0
Skedsmo,616,519,Oslo,59.9127,10.7461,580.0
Skedsmo,617,519,Oslo,59.9127,10.7461,580.0
Skedsmo,618,519,Oslo,59.9127,10.7461,580.0
Skedsmo,619,519,Oslo,59.9127,10.7461,580.0
Skedsmo,620,519,Oslo,59.9127,10.7461,580.0
Skedsmo,621,519,Oslo,59.9127,10.7461,580.0
Skedsmo,622,519,Oslo,59.9127,10.7461,580.0
Skedsmo,623,519,Oslo,59.9127,10.7461,580.0
Skedsmo,624,519,Oslo,59.9127,10.7461,580.0
Skedsmo,626,519,Oslo,59.9127,10.7461,580.0
Skedsmo,630,519,,,,580.0
Skedsmo,640,519,,,,580.0
Skedsmo,645,519,,,,580.0
Skedsmo,650,519,Oslo,59.9127,10.7461,580.0
Skedsmo,651,519,Oslo,59.9127,10.7461,580.0
Skedsmo,652,519,Oslo,59.9127,10.7461,580.0
Skedsmo,653,519,Oslo,59.9127,10.7461,580.0
Skedsmo,654,519,Oslo,59.9127,10.7461,580.0
Skedsmo,655,519,Oslo,59.9127,10.7461,580.0
Skedsmo,656,519,Oslo,59.9127,10.7461,580.0
Skedsmo,657,519,Oslo,59.9127,10.7461,580.0
Skedsmo,658,519,Oslo,59.9127,10.7461,580.0
Skedsmo,659,519,Oslo,59.9127,10.7461,580.0
Skedsmo,660,519,Oslo,59.9127,10.7461,580.0
Skedsmo,661,519,Oslo,59.9127,10.7461,580.0
Skedsmo,662,519,Oslo,59.9127,10.7461,580.0
Skedsmo,663,519,Oslo,59.9127,10.7461,580.0
Skedsmo,664,519,Oslo,59.9127,10.7461,580.0
Skedsmo,665,519,Oslo,59.9127,10.7461,580.0
Skedsmo,666,519,Oslo,59.9127,10.7461,580.0
Skedsmo,667,519,Oslo,59.9127,10.7461,580.0
Skedsmo,668,519,Oslo,59.9127,10.7461,580.0
Skedsmo,669,519,Oslo,59.9127,10.7461,580.0
Skedsmo,670,519,Oslo,59.9127,10.7461,580.0
Skedsmo,671,519,Oslo,59.9127,10.7461,580.0
Skedsmo,672,519,Oslo,59.9127,10.7461,580.0
Skedsmo,673,519,Oslo,59.9127,10.7461,580.0
Skedsmo,674,519,Oslo,59.9127,10.7461,580.0
Skedsmo,675,519,Oslo,59.9127,10.7461,580.0
Skedsmo,676,519,Oslo,59.9127,10.7461,580.0
Skedsmo,677,519,Oslo,59.9127,10.7461,580.0
Skedsmo,678,519,Oslo,59.9127,10.7461,580.0
Skedsmo,679,519,Oslo,59.9127,10.7461,580.0
Skedsmo,680,519,Oslo,59.9127,10.7461,580.0
Skedsmo,681,519,Oslo,59.9127,10.7461,580.0
Skedsmo,682,519,Oslo,59.9127,10.7461,580.0
Skedsmo,683,519,Oslo,59.9127,10.7461,580.0
Skedsmo,684,519,Oslo,59.9127,10.7461,580.0
Skedsmo,685,519,Oslo,59.9127,10.7461,580.0
Skedsmo,686,519,Oslo,59.9127,10.7461,580.0
Skedsmo,687,519,Oslo,59.9127,10.7461,580.0
Skedsmo,688,519,Oslo,59.9127,10.7461,580.0
Skedsmo,689,519,Oslo,59.9127,10.7461,580.0
Skedsmo,690,519,Oslo,59.9127,10.7461,580.0
Skedsmo,691,519,Oslo,59.9127,10.7461,580.0
Skedsmo,692,519,Oslo,59.9127,10.7461,580.0
Skedsmo,693,519,Oslo,59.9127,10.7461,580.0
Skedsmo,694,519,Oslo,59.9127,10.7461,580.0
Skedsmo,701,519,Oslo,59.9127,10.7461,580.0
Skedsmo,702,519,Oslo,59.9127,10.7461,580.0
Skedsmo,703,519,,,,580.0
Skedsmo,705,519,Oslo,59.9127,10.7461,580.0
Skedsmo,710,519,Oslo,59.9127,10.7461,580.0
Skedsmo,712,519,Oslo,59.9127,10.7461,580.0
Skedsmo,750,519,Oslo,59.9127,10.7461,580.0
Skedsmo,751,519,Oslo,59.9127,10.7461,580.0
Skedsmo,752,519,Oslo,59.9127,10.7461,580.0
Skedsmo,753,519,Oslo,59.9127,10.7461,580.0
Skedsmo,754,519,Oslo,59.9127,10.7461,580.0
Skedsmo,755,519,Oslo,59.9127,10.7461,580.0
Skedsmo,756,519,Oslo,59.9127,10.7461,580.0
Skedsmo,757,519,Oslo,59.9127,10.7461,580.0
Skedsmo,759,519,,,,580.0
Skedsmo,760,519,Oslo,59.9127,10.7461,580.0
Skedsmo,763,519,Oslo,59.9127,10.7461,580.0
Skedsmo,764,519,Oslo,59.9127,10.7461,580.0
Skedsmo,765,519,Oslo,59.9127,10.7461,580.0
Skedsmo,766,519,Oslo,59.9127,10.7461,580.0
Skedsmo,767,519,Oslo,59.9127,10.7461,580.0
Skedsmo,768,519,Oslo,59.9127,10.7461,580.0
Skedsmo,770,519,Oslo,59.9127,10.7461,580.0
Skedsmo,771,519,Oslo,59.9127,10.7461,580.0
Skedsmo,772,519,Oslo,59.9127,10.7461,580.0
Skedsmo,773,519,Oslo,59.9127,10.7461,580.0
Skedsmo,774,519,Oslo,59.9127,10.7461,580.0
Skedsmo,775,519,Oslo,59.9127,10.7461,580.0
Skedsmo,776,519,Oslo,59.9127,10.7461,580.0
Skedsmo,777,519,Oslo,59.9127,10.7461,580.0
Skedsmo,778,519,Oslo,59.9127,10.7461,580.0
Skedsmo,779,519,Oslo,59.9127,10.7461,580.0
Skedsmo,781,519,Oslo,59.9127,10.7461,580.0
Skedsmo,782,519,Oslo,59.9127,10.7461,580.0
Skedsmo,783,519,Oslo,59.9127,10.7461,580.0
Skedsmo,784,519,Oslo,59.9127,10.7461,580.0
Skedsmo,785,519,Oslo,59.9127,10.7461,580.0
Skedsmo,786,519,Oslo,59.9127,10.7461,580.0
Skedsmo,787,519,Oslo,59.9127,10.7461,580.0
Skedsmo,788,519,Oslo,59.9127,10.7461,580.0
Skedsmo,789,519,Oslo,59.9127,10.7461,580.0
Skedsmo,790,519,Oslo,59.9127,10.7461,580.0
Skedsmo,791,519,Oslo,59.9127,10.7461,580.0
Skedsmo,801,519,Oslo,59.9127,10.7461,580.0
Skedsmo,805,519,Oslo,59.9127,10.7461,580.0
Skedsmo,806,519,Oslo,59.9127,10.7461,580.0
Skedsmo,807,519,Oslo,59.9127,10.7461,580.0
Skedsmo,840,519,Oslo,59.9127,10.7461,580.0
Skedsmo,850,519,Oslo,59.9127,10.7461,580.0
Skedsmo,851,519,Oslo,59.9127,10.7461,580.0
Skedsmo,852,519,Oslo,59.9127,10.7461,580.0
Skedsmo,853,519,Oslo,59.9127,10.7461,580.0
Skedsmo,854,519,Oslo,59.9127,10.7461,580.0
Skedsmo,855,519,Oslo,59.9127,10.7461,580.0
Skedsmo,856,519,Oslo,59.9127,10.7461,580.0
Skedsmo,857,519,Oslo,59.9127,10.7461,580.0
Skedsmo,858,519,Oslo,59.9127,10.7461,580.0
Skedsmo,860,519,Oslo,59.9127,10.7461,580.0
Skedsmo,861,519,Oslo,59.9127,10.7461,580.0
Skedsmo,862,519,Oslo,59.9127,10.7461,580.0
Skedsmo,863,519,Oslo,59.9127,10.7461,580.0
Skedsmo,864,519,Oslo,59.9127,10.7461,580.0
Skedsmo,870,519,Oslo,59.9127,10.7461,580.0
Skedsmo,871,519,Oslo,59.9127,10.7461,580.0
Skedsmo,872,519,Oslo,59.9127,10.7461,580.0
Skedsmo,873,519,Oslo,59.9127,10.7461,580.0
Skedsmo,874,519,Oslo,59.9127,10.7461,580.0
Skedsmo,875,519,Oslo,59.9127,10.7461,580.0
Skedsmo,876,519,Oslo,59.9127,10.7461,580.0
Skedsmo,877,519,Oslo,59.9127,10.7461,580.0
Skedsmo,880,519,Oslo,59.9127,10.7461,580.0
Skedsmo,881,519,Oslo,59.9127,10.7461,580.0
Skedsmo,882,519,Oslo,59.9127,10.7461,580.0
Skedsmo,883,519,Oslo,59.9127,10.7461,580.0
Skedsmo,884,519,Oslo,59.9127,10.7461,580.0
Skedsmo,890,519,Oslo,59.9127,10.7461,580.0
Skedsmo,891,519,Oslo,59.9127,10.7461,580.0
Skedsmo,901,519,Oslo,59.9127,10.7461,580.0
Skedsmo,902,519,Oslo,59.9127,10.7461,580.0
Skedsmo,903,519,Oslo,59.9127,10.7461,580.0
Skedsmo,904,519,Oslo,59.9127,10.7461,580.0
Skedsmo,905,519,Oslo,59.9127,10.7461,580.0
Skedsmo,907,519,Oslo,59.9127,10.7461,580.0
Skedsmo,908,519,Oslo,59.9127,10.7461,580.0
Skedsmo,913,519,Oslo,59.9127,10.7461,580.0
Skedsmo,914,519,Oslo,59.9127,10.7461,580.0
Skedsmo,915,519,Oslo,59.9127,10.7461,580.0
Skedsmo,950,519,Oslo,59.9127,10.7461,580.0
Skedsmo,951,519,Oslo,59.9127,10.7461,580.0
Skedsmo,952,519,Oslo,59.9127,10.7461,580.0
Skedsmo,953,519,Oslo,59.9127,10.7461,580.0
Skedsmo,954,519,Oslo,59.9127,10.7461,580.0
Skedsmo,955,519,Oslo,59.9127,10.7461,580.0
Skedsmo,956,519,Oslo,59.9127,10.7461,580.0
Skedsmo,957,519,Oslo,59.9127,10.7461,580.0
Skedsmo,958,519,Oslo,59.9127,10.7461,580.0
Skedsmo,959,519,Oslo,59.9127,10.7461,580.0
Skedsmo,960,519,Oslo,59.9127,10.7461,580.0
Skedsmo,962,519,Oslo,59.9127,10.7461,580.0
Skedsmo,963,519,Oslo,59.9127,10.7461,580.0
Skedsmo,964,519,Oslo,59.9127,10.7461,580.0
Skedsmo,968,519,Oslo,59.9127,10.7461,580.0
Skedsmo,969,519,Oslo,59.9127,10.7461,580.0
Skedsmo,970,519,Oslo,59.9127,10.7461,580.0
Skedsmo,971,519,Oslo,59.9127,10.7461,580.0
Skedsmo,972,519,Oslo,59.9127,10.7461,580.0
Skedsmo,973,519,Oslo,59.9127,10.7461,580.0
Skedsmo,975,519,Oslo,59.9127,10.7461,580.0
Skedsmo,976,519,Oslo,59.9127,10.7461,580.0
Skedsmo,977,519,Oslo,59.9127,10.7461,580.0
Skedsmo,978,519,Oslo,59.9127,10.7461,580.0
Skedsmo,979,519,Oslo,59.9127,10.7461,580.0
Skedsmo,980,519,Oslo,59.9127,10.7461,580.0
